latitude,longitude,elevation
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
44.083643333,-88.530450000,238.2
44.083643333,-88.530450000,238.2
44.083643333,-88.530450000,238.2
44.083643333,-88.530450000,238.2
44.083643333,-88.530450000,nan
44.083643333,-88.530450000,nan
44.083643333,-88.530450000,238.2
44.083643333,-88.530450000,238.2
44.083643333,-88.530450000,238.2
44.083643333,-88.530450000,238.2
44.083643333,-88.530450000,238.2
44.083643333,-88.530450000,238.2
44.083643333,-88.530450000,238.2
44.083643333,-88.530450000,238.2
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.3
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.4
44.083643333,-88.530450000,238.5
44.083643333,-88.530450000,238.5
44.083643333,-88.530450000,238.5
44.083643333,-88.530450000,238.5
44.083643333,-88.530450000,238.5
44.083643333,-88.530450000,238.5
44.083643333,-88.530450000,238.5
44.083643333,-88.530450000,238.5
44.083643333,-88.530450000,238.5
44.083643333,-88.530450000,238.5
44.083643333,-88.530450000,238.5
