latitude,longitude,elevation
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
44.085453333,-88.531108333,242.4
44.085453333,-88.531108333,242.4
44.085453333,-88.531108333,242.4
44.085453333,-88.531108333,242.4
44.085453333,-88.531108333,242.4
44.085451667,-88.531108333,242.4
44.085451667,-88.531108333,242.4
44.085451667,-88.531108333,242.4
44.085451667,-88.531108333,242.4
44.085451667,-88.531108333,242.4
44.085451667,-88.531108333,242.4
44.085451667,-88.531108333,242.4
44.085451667,-88.531108333,242.4
44.085451667,-88.531108333,242.4
44.085451667,-88.531108333,242.4
44.085451667,-88.531108333,242.4
44.085451667,-88.531108333,242.4
44.085451667,-88.531108333,242.4
44.085451667,-88.531108333,242.4
44.085451667,-88.531108333,242.4
44.085451667,-88.531108333,242.4
44.085451667,-88.531108333,242.4
44.085451667,-88.531108333,242.4
44.085451667,-88.531106667,242.4
44.085451667,-88.531106667,242.4
44.085450000,-88.531106667,242.4
44.085450000,-88.531106667,242.4
44.085450000,-88.531106667,242.4
44.085450000,-88.531106667,242.4
44.085450000,-88.531106667,242.4
44.085450000,-88.531106667,242.4
44.085450000,-88.531106667,242.4
44.085450000,-88.531106667,242.4
44.085450000,-88.531106667,242.4
44.085450000,-88.531106667,242.4
44.085450000,-88.531106667,242.4
44.085450000,-88.531106667,242.4
44.085450000,-88.531106667,242.4
44.085450000,-88.531106667,242.4
44.085450000,-88.531106667,242.4
44.085450000,-88.531106667,242.4
44.085450000,-88.531105000,242.4
44.085450000,-88.531105000,242.4
44.085450000,-88.531105000,242.4
44.085450000,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085448333,-88.531105000,242.4
44.085446667,-88.531105000,242.4
44.085446667,-88.531105000,242.4
44.085446667,-88.531105000,242.4
44.085446667,-88.531105000,242.4
44.085446667,-88.531105000,242.4
44.085446667,-88.531105000,242.4
44.085446667,-88.531105000,242.4
44.085446667,-88.531105000,242.4
44.085446667,-88.531105000,242.4
44.085446667,-88.531105000,242.4
44.085446667,-88.531105000,242.4
44.085446667,-88.531105000,242.4
44.085446667,-88.531105000,242.4
44.085446667,-88.531105000,242.4
44.085446667,-88.531105000,242.4
44.085446667,-88.531105000,242.4
44.085446667,-88.531105000,242.4
44.085446667,-88.531105000,242.4
44.085446667,-88.531105000,242.4
44.085446667,-88.531105000,242.4
44.085446667,-88.531105000,242.4
44.085446667,-88.531105000,242.4
44.085446667,-88.531103333,242.4
44.085446667,-88.531103333,242.4
44.085445000,-88.531103333,242.4
44.085445000,-88.531103333,242.4
44.085445000,-88.531103333,242.4
44.085445000,-88.531103333,242.4
44.085445000,-88.531103333,242.4
44.085445000,-88.531103333,242.4
44.085445000,-88.531103333,242.4
44.085445000,-88.531103333,242.4
44.085445000,-88.531103333,242.4
44.085445000,-88.531103333,242.4
44.085445000,-88.531103333,242.4
44.085445000,-88.531103333,242.4
44.085445000,-88.531103333,242.4
44.085445000,-88.531103333,242.4
44.085445000,-88.531103333,242.4
44.085445000,-88.531103333,242.4
44.085445000,-88.531103333,242.4
44.085445000,-88.531103333,242.4
44.085445000,-88.531103333,242.4
44.085445000,-88.531103333,242.4
44.085443333,-88.531103333,242.4
44.085443333,-88.531103333,242.4
44.085443333,-88.531103333,242.4
44.085443333,-88.531103333,242.4
44.085443333,-88.531103333,242.4
44.085443333,-88.531103333,242.4
44.085443333,-88.531103333,242.4
44.085443333,-88.531103333,242.4
44.085443333,-88.531103333,242.4
44.085443333,-88.531103333,242.4
44.085443333,-88.531103333,242.4
44.085443333,-88.531103333,242.4
44.085443333,-88.531103333,242.4
44.085443333,-88.531103333,242.3
44.085443333,-88.531103333,242.3
44.085443333,-88.531103333,242.3
44.085443333,-88.531103333,242.3
44.085443333,-88.531103333,242.3
44.085443333,-88.531103333,242.3
44.085443333,-88.531103333,242.3
44.085443333,-88.531103333,242.3
44.085443333,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085441667,-88.531103333,242.3
44.085440000,-88.531103333,242.3
44.085440000,-88.531103333,242.3
44.085440000,-88.531101667,242.3
44.085440000,-88.531101667,242.3
44.085440000,-88.531101667,242.3
44.085440000,-88.531101667,242.3
44.085440000,-88.531101667,242.3
44.085440000,-88.531101667,242.3
44.085440000,-88.531101667,242.3
44.085440000,-88.531101667,242.3
44.085440000,-88.531101667,242.3
44.085440000,-88.531101667,242.3
44.085440000,-88.531101667,242.3
44.085440000,-88.531101667,242.3
44.085440000,-88.531101667,242.3
44.085440000,-88.531101667,242.3
44.085440000,-88.531101667,242.3
44.085440000,-88.531101667,242.3
44.085440000,-88.531101667,242.3
44.085440000,-88.531101667,242.3
44.085440000,-88.531101667,242.3
44.085440000,-88.531101667,242.3
44.085440000,-88.531101667,242.3
44.085440000,-88.531101667,242.3
44.085438333,-88.531101667,242.3
44.085438333,-88.531101667,242.3
44.085438333,-88.531101667,242.3
44.085438333,-88.531101667,242.3
44.085438333,-88.531101667,242.3
44.085438333,-88.531101667,242.3
44.085438333,-88.531101667,242.3
44.085438333,-88.531101667,242.3
44.085438333,-88.531101667,242.3
44.085438333,-88.531101667,242.3
44.085438333,-88.531101667,242.3
44.085438333,-88.531101667,242.3
44.085438333,-88.531101667,242.3
44.085438333,-88.531101667,242.3
44.085438333,-88.531101667,242.3
44.085438333,-88.531101667,242.3
44.085438333,-88.531101667,242.3
44.085438333,-88.531101667,242.3
44.085438333,-88.531101667,242.3
44.085438333,-88.531101667,242.3
44.085438333,-88.531101667,242.3
44.085438333,-88.531101667,242.3
44.085436667,-88.531101667,242.3
44.085436667,-88.531101667,242.3
44.085436667,-88.531101667,242.3
44.085436667,-88.531101667,242.3
44.085436667,-88.531101667,242.3
44.085436667,-88.531101667,242.3
44.085436667,-88.531101667,242.3
44.085436667,-88.531101667,242.3
44.085436667,-88.531101667,242.3
44.085436667,-88.531101667,242.3
44.085436667,-88.531101667,242.3
44.085436667,-88.531101667,242.3
44.085436667,-88.531101667,242.3
44.085435000,-88.531101667,242.3
44.085435000,-88.531101667,242.3
44.085435000,-88.531103333,242.3
44.085435000,-88.531103333,242.3
44.085435000,-88.531103333,242.3
44.085435000,-88.531103333,242.3
44.085435000,-88.531103333,242.3
44.085435000,-88.531103333,242.3
44.085435000,-88.531103333,242.3
44.085435000,-88.531103333,242.3
44.085435000,-88.531103333,242.3
44.085435000,-88.531103333,242.3
44.085435000,-88.531103333,242.3
44.085435000,-88.531103333,242.3
44.085435000,-88.531103333,242.3
44.085435000,-88.531103333,242.3
44.085435000,-88.531103333,242.3
44.085435000,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085433333,-88.531103333,242.3
44.085431667,-88.531101667,242.3
44.085431667,-88.531101667,242.3
44.085431667,-88.531101667,242.3
44.085431667,-88.531101667,242.3
44.085431667,-88.531101667,242.3
44.085431667,-88.531101667,242.3
44.085431667,-88.531101667,242.3
44.085431667,-88.531101667,242.3
44.085431667,-88.531101667,242.3
44.085431667,-88.531101667,242.3
44.085431667,-88.531101667,242.3
44.085431667,-88.531101667,242.3
44.085431667,-88.531101667,242.3
44.085431667,-88.531101667,242.3
44.085431667,-88.531100000,242.3
44.085431667,-88.531100000,242.3
44.085430000,-88.531100000,242.3
44.085430000,-88.531100000,242.3
44.085430000,-88.531100000,242.3
44.085430000,-88.531100000,242.3
44.085430000,-88.531100000,242.3
44.085430000,-88.531100000,242.3
44.085430000,-88.531100000,242.3
44.085430000,-88.531100000,242.3
44.085430000,-88.531100000,242.3
44.085430000,-88.531100000,242.3
44.085430000,-88.531100000,242.3
44.085430000,-88.531100000,242.3
44.085430000,-88.531100000,242.3
44.085430000,-88.531100000,242.3
44.085430000,-88.531100000,242.3
44.085430000,-88.531100000,242.3
44.085430000,-88.531100000,242.3
44.085430000,-88.531100000,242.3
44.085430000,-88.531100000,242.3
44.085430000,-88.531100000,242.3
44.085428333,-88.531100000,242.3
44.085428333,-88.531100000,242.3
44.085428333,-88.531098333,242.3
44.085428333,-88.531098333,242.3
44.085428333,-88.531098333,242.3
44.085428333,-88.531098333,242.3
44.085428333,-88.531098333,242.3
44.085428333,-88.531098333,242.3
44.085428333,-88.531100000,242.3
44.085428333,-88.531100000,242.3
44.085428333,-88.531100000,242.3
44.085428333,-88.531100000,242.3
44.085428333,-88.531100000,242.3
44.085428333,-88.531100000,242.3
44.085428333,-88.531100000,242.3
44.085428333,-88.531100000,242.3
44.085428333,-88.531100000,242.3
44.085428333,-88.531100000,242.3
44.085428333,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085426667,-88.531100000,242.3
44.085425000,-88.531100000,242.3
44.085425000,-88.531100000,242.3
44.085425000,-88.531100000,242.3
44.085425000,-88.531100000,242.3
44.085425000,-88.531100000,242.3
44.085425000,-88.531100000,242.3
44.085425000,-88.531100000,242.3
44.085425000,-88.531100000,242.3
44.085425000,-88.531100000,242.3
44.085425000,-88.531100000,242.3
44.085425000,-88.531100000,242.3
44.085425000,-88.531100000,242.3
44.085425000,-88.531100000,242.3
44.085425000,-88.531100000,242.3
44.085425000,-88.531100000,242.3
44.085425000,-88.531100000,242.3
44.085425000,-88.531100000,242.3
44.085425000,-88.531100000,242.3
44.085425000,-88.531100000,242.3
44.085425000,-88.531100000,242.3
44.085425000,-88.531100000,242.3
44.085425000,-88.531100000,242.3
44.085425000,-88.531098333,242.3
44.085425000,-88.531098333,242.3
44.085425000,-88.531098333,242.3
44.085425000,-88.531098333,242.3
44.085425000,-88.531098333,242.3
44.085425000,-88.531098333,242.3
44.085425000,-88.531098333,242.3
44.085425000,-88.531098333,242.2
44.085425000,-88.531098333,242.2
44.085425000,-88.531098333,242.2
44.085425000,-88.531098333,242.2
44.085425000,-88.531098333,242.2
44.085425000,-88.531098333,242.2
44.085425000,-88.531098333,242.2
44.085425000,-88.531098333,242.2
44.085425000,-88.531098333,242.2
44.085425000,-88.531098333,242.2
44.085425000,-88.531098333,242.2
44.085425000,-88.531098333,242.2
44.085425000,-88.531098333,242.2
44.085425000,-88.531098333,242.2
44.085425000,-88.531098333,242.2
44.085425000,-88.531098333,242.2
44.085425000,-88.531098333,242.2
44.085425000,-88.531098333,242.2
44.085425000,-88.531098333,242.2
44.085423333,-88.531098333,242.2
44.085423333,-88.531098333,242.2
44.085423333,-88.531098333,242.2
44.085423333,-88.531098333,242.2
44.085423333,-88.531098333,242.2
44.085423333,-88.531098333,242.2
44.085423333,-88.531098333,242.2
44.085423333,-88.531098333,242.2
44.085423333,-88.531098333,242.2
44.085423333,-88.531098333,242.2
44.085423333,-88.531098333,242.2
44.085423333,-88.531098333,242.2
44.085423333,-88.531098333,242.2
44.085423333,-88.531098333,242.2
44.085423333,-88.531098333,242.2
44.085423333,-88.531098333,242.2
44.085423333,-88.531098333,242.2
44.085423333,-88.531098333,242.2
44.085423333,-88.531098333,242.2
44.085423333,-88.531098333,242.2
44.085423333,-88.531098333,242.2
44.085423333,-88.531098333,242.2
44.085423333,-88.531098333,242.2
44.085423333,-88.531098333,242.2
44.085423333,-88.531098333,242.2
44.085423333,-88.531096667,242.2
44.085423333,-88.531096667,242.2
44.085423333,-88.531096667,242.2
44.085423333,-88.531096667,242.2
44.085423333,-88.531096667,242.2
44.085423333,-88.531096667,242.2
44.085423333,-88.531096667,242.2
44.085423333,-88.531096667,242.2
44.085423333,-88.531096667,242.2
44.085423333,-88.531096667,242.2
44.085423333,-88.531096667,242.2
44.085423333,-88.531096667,242.2
44.085423333,-88.531096667,242.2
44.085423333,-88.531096667,242.2
44.085423333,-88.531096667,242.2
44.085423333,-88.531096667,242.2
44.085423333,-88.531096667,242.2
44.085423333,-88.531096667,242.2
44.085423333,-88.531096667,242.2
44.085423333,-88.531096667,242.2
44.085423333,-88.531096667,242.2
44.085423333,-88.531096667,242.2
44.085423333,-88.531096667,242.2
44.085423333,-88.531096667,242.2
44.085421667,-88.531096667,242.2
44.085421667,-88.531096667,242.2
44.085421667,-88.531096667,242.2
44.085421667,-88.531096667,242.2
44.085421667,-88.531098333,242.2
44.085421667,-88.531098333,242.2
44.085421667,-88.531098333,242.2
44.085421667,-88.531098333,242.2
44.085421667,-88.531098333,242.2
44.085421667,-88.531098333,242.2
44.085421667,-88.531098333,242.2
44.085420000,-88.531098333,242.2
44.085420000,-88.531098333,242.2
44.085420000,-88.531096667,242.2
44.085420000,-88.531096667,242.2
44.085420000,-88.531096667,242.2
44.085420000,-88.531096667,242.2
44.085420000,-88.531098333,242.2
44.085420000,-88.531098333,242.2
44.085420000,-88.531098333,242.2
44.085420000,-88.531098333,242.2
44.085420000,-88.531098333,242.2
44.085418333,-88.531098333,242.2
44.085418333,-88.531098333,242.2
44.085418333,-88.531098333,242.2
44.085418333,-88.531098333,242.2
44.085418333,-88.531098333,242.2
44.085418333,-88.531098333,242.2
44.085418333,-88.531098333,242.2
44.085418333,-88.531098333,242.2
44.085418333,-88.531098333,242.2
44.085418333,-88.531100000,242.2
44.085418333,-88.531100000,242.2
44.085418333,-88.531100000,242.3
44.085418333,-88.531100000,242.3
44.085418333,-88.531100000,242.3
44.085418333,-88.531100000,242.3
44.085418333,-88.531100000,242.3
44.085418333,-88.531100000,242.3
44.085418333,-88.531100000,242.2
44.085418333,-88.531100000,242.2
44.085418333,-88.531100000,242.2
44.085418333,-88.531100000,242.2
44.085418333,-88.531100000,242.2
44.085418333,-88.531100000,242.2
44.085418333,-88.531100000,242.2
44.085418333,-88.531101667,242.2
44.085418333,-88.531101667,242.2
44.085418333,-88.531101667,242.2
44.085418333,-88.531101667,242.2
44.085418333,-88.531101667,242.2
44.085418333,-88.531101667,242.2
44.085418333,-88.531101667,242.2
44.085418333,-88.531101667,242.2
44.085418333,-88.531101667,242.2
44.085418333,-88.531101667,242.2
44.085418333,-88.531101667,242.2
44.085418333,-88.531101667,242.2
44.085418333,-88.531101667,242.2
44.085418333,-88.531101667,242.2
44.085418333,-88.531101667,242.2
44.085418333,-88.531101667,242.2
44.085418333,-88.531101667,242.2
44.085418333,-88.531101667,242.2
44.085418333,-88.531101667,242.2
44.085418333,-88.531101667,242.2
44.085418333,-88.531101667,242.2
44.085418333,-88.531101667,242.2
44.085418333,-88.531101667,242.2
44.085418333,-88.531101667,242.2
44.085418333,-88.531103333,242.2
44.085418333,-88.531103333,242.2
44.085418333,-88.531103333,242.2
44.085418333,-88.531103333,242.2
44.085418333,-88.531103333,242.2
44.085418333,-88.531103333,242.2
44.085418333,-88.531103333,242.2
44.085418333,-88.531103333,242.2
44.085418333,-88.531103333,242.2
44.085418333,-88.531103333,242.2
44.085418333,-88.531103333,242.2
44.085418333,-88.531103333,242.2
44.085418333,-88.531103333,242.2
44.085418333,-88.531103333,242.2
44.085418333,-88.531103333,242.2
44.085418333,-88.531103333,242.2
44.085418333,-88.531103333,242.2
