0.201849, -0.023424, 1.027667
0.219356, -0.006161, 1.014857
0.230153, -0.003233, 1.014613
0.227408, -0.000427, 1.024983
0.215086, -0.010370, 1.039318
0.208498, -0.029463, 1.052982
0.205875, -0.023912, 1.043893
0.207339, -0.011651, 1.032364
0.215025, 0.009150, 1.023153
0.230885, 0.009028, 1.016748
0.219722, 0.011041, 1.029070
0.217526, 0.004331, 1.036329
0.197457, 0.009028, 1.043832
0.200324, 0.004148, 1.046272
0.205448, 0.012505, 1.040904
0.204899, 0.010309, 1.039501
0.194712, -0.014091, 1.048773
0.173362, -0.025620, 1.054446
0.165249, -0.046177, 1.063230
0.171654, -0.044896, 1.058106
0.191723, -0.040748, 1.036085
0.211121, -0.031049, 1.011502
0.214903, -0.028670, 1.018700
0.214842, -0.029890, 1.020896
0.216550, -0.029402, 1.028582
0.215147, -0.018239, 1.029863
0.213927, -0.017629, 1.034011
0.209718, -0.030073, 1.036451
0.211304, -0.020374, 1.036817
0.210938, -0.017324, 1.034682
0.204472, -0.022570, 1.036024
0.193431, -0.018849, 1.039196
0.178181, -0.016836, 1.044198
0.164334, -0.030622, 1.062681
0.153293, -0.040504, 1.045906
0.164822, -0.023973, 1.041087
0.173789, -0.012200, 1.029009
0.168604, -0.015128, 1.034072
0.177266, -0.014091, 1.037854
0.174643, -0.011224, 1.041148
0.180560, -0.013054, 1.043283
0.189771, -0.007991, 1.039257
0.191540, 0.001647, 1.040050
0.198372, -0.001830, 1.047858
0.197823, -0.003111, 1.046089
0.209718, 0.009882, 1.048895
0.207095, 0.023058, 1.050115
0.213195, 0.028609, 1.055300
0.194895, 0.023180, 1.063047
0.204838, 0.027145, 1.065975
0.186477, 0.024766, 1.073112
0.186416, 0.032757, 1.073600
0.185379, 0.028487, 1.073234
0.179706, 0.026779, 1.076284
0.172935, 0.034831, 1.075369
0.179340, 0.034038, 1.073356
0.172447, 0.028975, 1.069086
0.167323, 0.023790, 1.074881
0.168848, 0.037149, 1.065304
0.161040, 0.034892, 1.052311
0.163297, 0.040504, 1.055544
0.159332, 0.027084, 1.062681
0.162931, 0.032696, 1.053897
0.152805, 0.015555, 1.055178
0.157197, 0.019398, 1.051823
0.157197, 0.002318, 1.051091
0.167018, 0.007564, 1.049810
0.167262, -0.001525, 1.033279
0.172020, -0.008174, 1.035109
0.175741, -0.010065, 1.022787
0.167384, -0.024278, 1.020957
0.177266, -0.037332, 1.018212
0.164761, -0.048312, 1.022055
0.174216, -0.051850, 1.015345
0.196542, -0.053131, 0.993202
0.198006, -0.049959, 0.985272
0.200080, -0.054656, 0.983442
0.206485, -0.049227, 0.984174
0.208681, -0.046726, 0.988383
0.203130, -0.038735, 0.990152
0.201361, -0.033977, 0.982405
0.190320, -0.036783, 0.977037
0.200019, -0.033916, 0.974963
0.211182, -0.029829, 0.977708
0.211914, -0.025803, 0.979050
0.213378, -0.020008, 0.984296
0.207156, -0.024400, 0.980697
0.208376, -0.028914, 0.984174
0.210206, -0.027145, 0.978135
0.214354, -0.029463, 0.981185
0.220271, -0.038064, 0.978928
0.223138, -0.042212, 0.979782
0.213317, -0.048434, 0.979172
0.223443, -0.045506, 0.965325
0.225883, -0.044469, 0.967765
0.235033, -0.049227, 0.964166
0.231617, -0.051545, 0.963373
0.242353, -0.060085, 0.960506
0.232166, -0.056303, 0.965691
0.237534, -0.061488, 0.969839
0.236802, -0.064721, 0.971364
0.238693, -0.065514, 0.963434
0.236680, -0.067161, 0.951905
0.234179, -0.075457, 0.951600
0.231373, -0.075762, 0.949953
0.243634, -0.079056, 0.955138
0.233264, -0.086620, 0.956175
0.235521, -0.087169, 0.950685
0.236680, -0.088816, 0.949770
0.231373, -0.100040, 0.938058
0.240035, -0.106628, 0.943609
0.248331, -0.110837, 0.932568
0.246928, -0.117059, 0.928420
0.245586, -0.124318, 0.917501
0.255285, -0.135420, 0.915915
0.255590, -0.146949, 0.912194
0.261629, -0.150853, 0.912377
0.269742, -0.151890, 0.903105
0.271267, -0.169763, 0.902617
0.276452, -0.173118, 0.904081
0.293288, -0.172996, 0.898469
0.285846, -0.168665, 0.908900
0.293471, -0.168848, 0.918599
0.294203, -0.159332, 0.918965
0.297497, -0.162443, 0.924394
0.297802, -0.151280, 0.931531
0.299937, -0.150060, 0.937997
0.305366, -0.137921, 0.932446
0.298534, -0.138104, 0.939400
0.298107, -0.126026, 0.939949
0.289262, -0.128710, 0.950990
0.287737, -0.111203, 0.948550
0.277733, -0.105225, 0.955565
0.274744, -0.096746, 0.960323
0.278587, -0.101748, 0.963190
0.263032, -0.098881, 0.961726
0.263642, -0.089060, 0.956053
0.262666, -0.095587, 0.950075
0.248026, -0.087962, 0.951112
0.241438, -0.093757, 0.946354
0.236741, -0.092049, 0.940681
0.226615, -0.089914, 0.952088
0.229482, -0.089975, 0.933422
0.217770, -0.101565, 0.921832
0.218502, -0.098820, 0.925919
0.218624, -0.098332, 0.920368
0.221247, -0.100528, 0.916647
0.225822, -0.100040, 0.915366
0.224541, -0.096319, 0.931714
0.222894, -0.100528, 0.934703
0.232776, -0.095099, 0.920002
0.229238, -0.103090, 0.919453
0.238571, -0.094916, 0.919514
0.229970, -0.098271, 0.925675
0.241621, -0.101626, 0.927871
0.242780, -0.090890, 0.927200
0.241072, -0.091012, 0.932324
0.248636, -0.087108, 0.951478
0.243268, -0.079178, 0.947208
0.252052, -0.066917, 0.941230
0.249124, -0.056303, 0.965447
0.254248, -0.053192, 0.957151
0.244305, -0.040626, 0.961848
0.235826, -0.029524, 0.974170
0.237412, -0.023180, 0.977952
0.236619, -0.012932, 0.972035
0.228262, -0.012566, 0.980331
0.216611, -0.007808, 0.980880
0.206302, -0.006527, 0.977098
0.214415, 0.002379, 0.972950
0.211060, -0.001586, 0.969534
0.206851, 0.005490, 0.968436
0.196542, 0.001952, 0.970144
0.191479, 0.013786, 0.970266
0.190686, 0.013786, 0.968558
0.191296, 0.014579, 0.960384
0.178364, 0.017812, 0.960689
0.190869, 0.009455, 0.956785
0.190076, 0.006710, 0.955870
0.192394, -0.004392, 0.957700
0.187758, -0.003660, 0.955687
0.195932, -0.003416, 0.953125
0.203008, -0.004453, 0.955687
0.205265, -0.013969, 0.950990
0.207888, -0.017873, 0.960750
0.215086, -0.025864, 0.937387
0.221552, -0.030317, 0.944524
0.225456, -0.032879, 0.950380
0.237717, -0.041602, 0.940315
0.232898, -0.043188, 0.945683
0.234118, -0.043005, 0.940559
0.240340, -0.048739, 0.949160
0.246135, -0.049288, 0.949221
0.249734, -0.053070, 0.942328
0.253577, -0.049105, 0.941474
0.248697, -0.057767, 0.945378
0.257847, -0.063867, 0.940498
0.253699, -0.064538, 0.940254
0.251137, -0.065148, 0.938607
0.255224, -0.057889, 0.951478
0.246013, -0.064782, 0.937387
0.254919, -0.061915, 0.941901
0.242475, -0.066429, 0.941962
0.243207, -0.061061, 0.942572
0.251198, -0.065697, 0.939888
0.245830, -0.068442, 0.943304
0.245830, -0.063501, 0.937326
0.237290, -0.064416, 0.950075
0.237168, -0.058804, 0.946110
0.238327, -0.066856, 0.947330
0.231556, -0.061793, 0.952576
0.233752, -0.068198, 0.945744
0.230031, -0.064965, 0.944402
0.227896, -0.070699, 0.947635
0.232227, -0.072834, 0.949526
0.234606, -0.067588, 0.951600
0.236131, -0.064294, 0.947208
0.227652, -0.073749, 0.951051
0.235948, -0.065392, 0.947757
0.233020, -0.065880, 0.953186
0.235582, -0.065514, 0.956114
0.230336, -0.067710, 0.957212
0.235399, -0.056242, 0.957029
0.234911, -0.046421, 0.961604
0.234789, -0.037881, 0.969351
0.236375, -0.000061, 0.975268
0.242963, 0.001342, 0.991189
0.231678, 0.022936, 1.002047
0.227286, 0.027450, 1.012722
0.229604, 0.034404, 1.011929
0.225456, 0.043249, 1.016870
0.216672, 0.040748, 1.025349
0.210450, 0.043432, 1.023885
0.199653, 0.040138, 1.019127
0.190259, 0.038613, 1.012173
0.188551, 0.030195, 1.001742
0.188673, 0.020801, 1.001437
0.183732, 0.002684, 0.997533
0.188978, 0.003843, 0.990823
0.191784, -0.005124, 0.981856
0.182329, -0.017751, 0.977830
0.188307, -0.024766, 0.971181
0.188002, -0.028853, 0.972279
0.189710, -0.037881, 0.967155
0.197762, -0.035258, 0.971364
0.201117, -0.047519, 0.977281
0.205204, -0.035868, 0.977891
0.205936, -0.039894, 0.982954
0.212829, -0.036234, 0.988871
0.218502, -0.036966, 0.996618
0.223687, -0.041968, 0.993690
0.224236, -0.040687, 0.996496
0.223870, -0.045567, 0.996862
0.228323, -0.046787, 1.004426
0.217648, -0.050752, 1.001681
0.228018, -0.051362, 1.007781
0.227957, -0.052155, 1.005585
0.221369, -0.049349, 1.012722
0.226920, -0.050447, 1.017907
0.221003, -0.045201, 1.029985
0.225517, -0.047885, 1.036146
0.225090, -0.049227, 1.041514
0.224602, -0.040199, 1.042429
0.223626, -0.036234, 1.037366
0.212768, -0.035258, 1.053104
0.216794, -0.038186, 1.058655
0.214049, -0.030683, 1.062193
0.210511, -0.034587, 1.068293
0.202642, -0.033550, 1.076223
0.200080, -0.032269, 1.075247
