Time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,Latitude,Longitude,Knots
2022-11-05 12:25:42.611657,-0.00037270051735295573,-0.0025407266975646624,-0.0010044733455488197,-0.01994018833333333,-0.010209376426666639,9.81438684143333,52.800000000000004,39.5,-132.9,0,0,0
2022-11-05 12:25:42.621241,-0.00037270051735295573,-0.0045860344147455176,-0.0014135348889849912,-0.022333010933333328,0.008933204373333392,9.804815551033329,54.2,38.800000000000004,-134.1,0,0,0
2022-11-05 12:25:42.634859,-0.0035088390170302667,-0.0007681266760079207,0.002540726697564662,-0.012761720533333333,-0.0030309086266666063,9.811994018833332,52.0,38.800000000000004,-131.6,0,0,0
2022-11-05 12:25:42.645126,-0.003099777473594096,-0.0011771882194440923,0.0014498959150682058,-0.0055832527333333284,-0.014995021626666605,9.80960119623333,52.400000000000006,37.9,-131.70000000000002,0,0,0
2022-11-05 12:25:42.655207,-0.0010544697564132408,0.006458627258031098,0.003904265175685232,-0.012761720533333333,0.0041475591733333705,9.804815551033329,52.400000000000006,37.9,-131.70000000000002,0,0,0
2022-11-05 12:25:42.665098,-0.0054177928863990655,0.0014135348889849908,0.0018589574585043769,-0.007976075333333332,-0.014995021626666605,9.83592224483333,51.800000000000004,38.900000000000006,-133.0,0,0,0
2022-11-05 12:25:42.675137,-0.005008731342962894,-0.0037679113278731753,0.0017226036106923201,-0.0007976075333333311,-0.010209376426666639,9.80960119623333,52.400000000000006,39.300000000000004,-133.20000000000002,0,0,0
2022-11-05 12:25:42.684762,-0.002554362082345868,0.0026407195192935037,0.003767911327873175,0.00638086026666667,-0.0030309086266666063,9.804815551033329,51.7,37.7,-132.20000000000002,0,0,0
2022-11-05 12:25:42.694408,-0.0028270697779699816,0.006049565714594928,0.003495203632249061,0.013559328066666668,0.011326026973333403,9.82156530923333,52.0,38.400000000000006,-131.8,0,0,0
2022-11-05 12:25:42.704024,-0.0028270697779699816,-0.0026770805453767196,0.0026770805453767187,0.0015952150666666692,-0.007816553826666628,9.811994018833332,52.0,38.1,-131.8,0,0,0
2022-11-05 12:25:42.713642,-0.0014635312998494115,-0.0026770805453767196,0.0017226036106923201,0.0015952150666666692,-0.007816553826666628,9.80960119623333,53.1,38.400000000000006,-130.8,0,0,0
2022-11-05 12:25:42.723228,-0.006372269821083464,0.0074131041927155,-0.003186134910541732,0.00398803766666667,0.008933204373333392,9.83592224483333,53.5,38.7,-133.70000000000002,0,0,0
2022-11-05 12:25:42.732811,0.003581561069196697,-8.63574369476365e-05,0.001040834371632035,-0.0031904301333333315,0.006540381773333381,9.81438684143333,52.300000000000004,38.7,-133.9,0,0,0
2022-11-05 12:25:42.742411,0.0003090687217073289,0.004413319540850245,-0.0022316579758573326,-0.0007976075333333311,0.0041475591733333705,9.82635095443333,51.800000000000004,38.300000000000004,-133.0,0,0,0
2022-11-05 12:25:42.751982,-0.0028270697779699816,-0.0004954189803838081,0.000631772828195864,-0.012761720533333333,-0.014995021626666605,9.80242272843333,52.5,38.300000000000004,-133.70000000000002,0,0,0
2022-11-05 12:25:42.761660,-0.0006454082129770701,-0.002131665154128491,-0.000595411802112649,0.00398803766666667,-0.014995021626666605,9.80960119623333,53.400000000000006,38.7,-132.8,0,0,0
2022-11-05 12:25:42.771248,-0.003236131321406153,0.005367796475534644,-0.0010044733455488197,0.008773682866666667,-0.0030309086266666063,9.79524426063333,53.5,39.1,-132.9,0,0,0
2022-11-05 12:25:42.780819,0.0004454225695193861,0.0035951964539779023,0.0009044805238199779,-0.0031904301333333315,-0.005423731226666617,9.78328014763333,53.0,38.1,-131.6,0,0,0
2022-11-05 12:25:42.790416,-0.010053823712009004,-0.002131665154128491,0.000631772828195864,0.0015952150666666692,0.011326026973333403,9.79524426063333,53.2,38.7,-133.5,0,0,0
2022-11-05 12:25:42.799998,-0.009372054472948716,0.0010044733455488192,-0.0027770733671055614,-0.0007976075333333311,-0.010209376426666639,9.804815551033329,51.900000000000006,38.900000000000006,-134.0,0,0,0
2022-11-05 12:25:42.809594,-0.004599669799526722,0.00018635025867647786,8.635743694763607e-05,-0.007976075333333332,0.0017547365733333598,9.807208373633332,51.7,39.800000000000004,-130.8,0,0,0
2022-11-05 12:25:42.819165,-0.005690500582023178,-0.0009044805238199779,-0.003186134910541732,0.00398803766666667,0.0017547365733333598,9.80002990583333,52.2,39.0,-132.8,0,0,0
2022-11-05 12:25:42.828734,-0.00473602364733878,-0.0033588497844370038,-0.0003227041064885346,0.00398803766666667,0.0017547365733333598,9.80002990583333,52.2,38.7,-132.9,0,0,0
2022-11-05 12:25:42.838316,0.0030361456779484687,0.007685811888339611,0.001040834371632035,-0.012761720533333333,-0.010209376426666639,9.82156530923333,51.800000000000004,38.2,-132.3,0,0,0
2022-11-05 12:25:42.847911,-0.002554362082345868,-0.001722603610692321,0.001313542067256149,-0.01036889793333333,-0.007816553826666628,9.811994018833332,52.6,38.2,-131.70000000000002,0,0,0
2022-11-05 12:25:42.857795,-0.004599669799526722,-0.0015862497628802638,8.635743694763607e-05,-0.01994018833333333,-0.0006380860266665955,9.81438684143333,52.300000000000004,38.400000000000006,-133.4,0,0,0
2022-11-05 12:25:42.867397,-0.0010544697564132408,0.002777073367105561,0.000631772828195864,0.0015952150666666692,-0.01260219902666665,9.811994018833332,51.800000000000004,39.300000000000004,-131.8,0,0,0
2022-11-05 12:25:42.876972,0.00208166874326407,0.0038679041496020167,-0.0027770733671055614,-0.017547365733333327,-0.01260219902666665,9.807208373633332,52.5,39.400000000000006,-132.70000000000002,0,0,0
2022-11-05 12:25:42.886568,-0.008281223690452262,-8.63574369476365e-05,-0.0007317656499247062,0.0015952150666666692,-0.0030309086266666063,9.79524426063333,52.5,39.400000000000006,-132.70000000000002,0,0,0
2022-11-05 12:25:42.896141,-0.0017362389954735259,-0.0026770805453767196,0.0004954189803838068,0.00638086026666667,-0.010209376426666639,9.80242272843333,52.400000000000006,39.5,-132.3,0,0,0
2022-11-05 12:25:42.905891,-0.008144869842640203,-0.0003590651325717509,-0.0010044733455488197,0.0015952150666666692,-0.010209376426666639,9.804815551033329,51.800000000000004,37.9,-132.9,0,0,0
2022-11-05 12:25:42.915495,0.004399684156069039,0.0010044733455488192,-0.001277181041172934,-0.02711865613333333,-0.0030309086266666063,9.80960119623333,53.0,38.900000000000006,-131.70000000000002,0,0,0
2022-11-05 12:25:42.925091,-0.0006454082129770701,-0.004176972871309346,-0.0003227041064885346,0.0015952150666666692,0.0017547365733333598,9.80960119623333,52.800000000000004,38.400000000000006,-132.20000000000002,0,0,0
2022-11-05 12:25:42.934685,-0.0006454082129770701,-0.004176972871309346,0.003904265175685232,-0.0055832527333333284,-0.01260219902666665,9.79763708323333,52.6,38.6,-131.8,0,0,0
2022-11-05 12:25:42.944250,0.001399899504203785,-0.001722603610692321,0.003904265175685232,-0.0007976075333333311,-0.0030309086266666063,9.807208373633332,52.5,37.800000000000004,-131.0,0,0,0
2022-11-05 12:25:42.953814,-0.0014635312998494115,0.0038679041496020167,0.002949788241000833,-0.0031904301333333315,-0.005423731226666617,9.82635095443333,53.2,37.800000000000004,-132.8,0,0,0
2022-11-05 12:25:42.963373,0.002627084134512298,0.0026407195192935037,-0.000595411802112649,0.015952150666666668,0.006540381773333381,9.823958131833331,52.6,38.0,-133.1,0,0,0
2022-11-05 12:25:42.972951,-0.005281439038587008,-0.0013135420672561494,-0.0022316579758573326,0.0015952150666666692,0.0041475591733333705,9.80002990583333,51.900000000000006,38.300000000000004,-132.8,0,0,0
2022-11-05 12:25:42.982537,-0.00023634666954089854,-0.0030861420888128903,0.00022271128475969282,0.013559328066666668,-0.005423731226666617,9.80002990583333,52.7,38.300000000000004,-132.3,0,0,0
2022-11-05 12:25:42.992100,0.0061722841776257805,0.0010044733455488192,-0.0016862425846091047,0.008773682866666667,0.013718849573333414,9.840707890033329,52.1,37.800000000000004,-133.3,0,0,0
2022-11-05 12:25:43.001663,0.0004454225695193861,-0.006904049827550486,-0.0027770733671055614,0.011166505466666667,-0.005423731226666617,9.807208373633332,52.1,37.300000000000004,-131.70000000000002,0,0,0
2022-11-05 12:25:43.011226,-0.0028270697779699816,-0.004722388262557574,0.00022271128475969282,0.00398803766666667,-0.007816553826666628,9.80002990583333,52.300000000000004,37.6,-132.3,0,0,0
2022-11-05 12:25:43.020784,-0.002418008234533811,0.0010044733455488192,0.0004954189803838068,-0.0055832527333333284,0.0017547365733333598,9.78328014763333,52.2,38.0,-133.20000000000002,0,0,0
2022-11-05 12:25:43.030362,0.0004454225695193861,-0.0030861420888128903,-0.0001863502586764783,-0.0055832527333333284,-0.014995021626666605,9.811994018833332,52.800000000000004,37.800000000000004,-132.70000000000002,0,0,0
2022-11-05 12:25:43.039930,-0.006508623668895521,-0.0009044805238199779,-0.003049781062729675,-0.012761720533333333,-0.014995021626666605,9.811994018833332,53.300000000000004,38.5,-133.9,0,0,0
2022-11-05 12:25:43.049796,0.0015362533520158418,0.003458842606165845,-0.003186134910541732,-0.015154543133333323,-0.0006380860266665955,9.788065792833331,52.7,38.1,-132.1,0,0,0
2022-11-05 12:25:43.059363,-0.007872162147016092,-0.002404372849752605,-0.0014135348889849912,-0.0007976075333333311,-0.005423731226666617,9.80242272843333,51.7,39.0,-133.0,0,0,0
2022-11-05 12:25:43.068932,-0.00473602364733878,-0.002949788241000833,0.0004954189803838068,-0.007976075333333332,-0.010209376426666639,9.83352942223333,53.5,38.0,-132.20000000000002,0,0,0
2022-11-05 12:25:43.078515,-0.0006454082129770701,0.0008681194977367621,-0.00236801182366939,-0.0031904301333333315,-0.007816553826666628,9.82874377703333,53.800000000000004,39.1,-133.3,0,0,0
2022-11-05 12:25:43.088074,0.0007181302651435,0.00018635025867647786,-0.004004257997414074,-0.015154543133333323,-0.007816553826666628,9.82874377703333,52.0,37.2,-132.70000000000002,0,0,0
2022-11-05 12:25:43.097632,-0.0007817620607891273,-0.0009044805238199779,-0.0011408271933608769,0.011166505466666667,-0.0006380860266665955,9.80242272843333,52.0,37.2,-132.70000000000002,0,0,0
2022-11-05 12:25:43.107200,0.002627084134512298,-0.0013135420672561494,-0.0001863502586764783,0.013559328066666668,-0.014995021626666605,9.80002990583333,53.1,37.2,-132.20000000000002,0,0,0
2022-11-05 12:25:43.116760,-0.0028270697779699816,0.003458842606165845,-0.0014135348889849912,0.00398803766666667,0.011326026973333403,9.81438684143333,53.7,38.7,-132.4,0,0,0
2022-11-05 12:25:43.146914,-0.0028270697779699816,0.004276965693038188,0.002268019001940548,0.00398803766666667,-0.0006380860266665955,9.804815551033329,53.2,38.900000000000006,-133.0,0,0,0
2022-11-05 12:25:43.156543,-0.001872592843285583,-0.0004954189803838081,-0.0007317656499247062,-0.01036889793333333,-0.01260219902666665,9.84310071263333,53.6,38.800000000000004,-131.5,0,0,0
2022-11-05 12:25:43.198397,0.003172499525760526,-0.0051314498059937454,-0.0003227041064885346,-0.01036889793333333,-0.019780666826666626,9.80002990583333,52.5,38.7,-131.9,0,0,0
2022-11-05 12:25:43.208033,-0.005281439038587008,0.0035951964539779023,0.002268019001940548,0.00398803766666667,-0.010209376426666639,9.80960119623333,53.400000000000006,37.7,-132.4,0,0,0
2022-11-05 12:25:43.217654,0.002627084134512298,-0.0003590651325717509,0.000631772828195864,-0.0055832527333333284,0.006540381773333381,9.82635095443333,52.5,38.7,-133.5,0,0,0
2022-11-05 12:25:43.227223,0.0018089610476399562,-0.0030861420888128903,-0.0003227041064885346,0.00638086026666667,-0.007816553826666628,9.81677966403333,52.6,38.6,-132.3,0,0,0
2022-11-05 12:25:43.236785,0.004945099547317267,-0.002949788241000833,0.0004954189803838068,-0.0031904301333333315,-0.01260219902666665,9.82874377703333,52.2,37.2,-133.4,0,0,0
2022-11-05 12:25:43.246372,-0.003236131321406153,0.004004257997414074,-0.0011408271933608769,-0.02711865613333333,-0.010209376426666639,9.823958131833331,51.6,38.300000000000004,-132.3,0,0,0
2022-11-05 12:25:43.255937,-0.012235485277001915,0.0026407195192935037,0.0014498959150682058,-0.007976075333333332,0.018504494773333324,9.81677966403333,52.0,38.2,-132.70000000000002,0,0,0
2022-11-05 12:25:43.265496,-0.0006454082129770701,-0.0030861420888128903,0.000631772828195864,-0.0055832527333333284,0.0017547365733333598,9.81438684143333,52.300000000000004,38.1,-132.4,0,0,0
2022-11-05 12:25:43.275081,-0.0035088390170302667,-0.0003590651325717509,0.0004954189803838068,-0.0031904301333333315,-0.005423731226666617,9.78088732503333,52.5,38.7,-132.0,0,0,0
2022-11-05 12:25:43.284944,-0.001872592843285583,0.0008681194977367621,-0.0007317656499247062,0.013559328066666668,-0.005423731226666617,9.82156530923333,53.0,37.800000000000004,-132.9,0,0,0
2022-11-05 12:25:43.294541,0.0004454225695193861,-0.0037679113278731753,-0.0003227041064885346,0.00398803766666667,-0.010209376426666639,9.80002990583333,51.800000000000004,38.300000000000004,-133.20000000000002,0,0,0
2022-11-05 12:25:43.304099,-0.003645192864842324,-0.004176972871309346,-0.003049781062729675,0.011166505466666667,-0.005423731226666617,9.81677966403333,51.800000000000004,38.300000000000004,-133.20000000000002,0,0,0
2022-11-05 12:25:43.313659,-0.004326962103902608,-0.007858526762234886,-0.0034588426061658455,-0.012761720533333333,-0.024566312026666648,9.79045861543333,52.800000000000004,37.7,-133.0,0,0,0
2022-11-05 12:25:43.323217,-0.00473602364733878,0.0016862425846091052,0.000631772828195864,0.00638086026666667,0.0017547365733333598,9.819172486633331,52.7,37.6,-133.20000000000002,0,0,0
2022-11-05 12:25:43.332776,0.002218022591076127,-0.001722603610692321,-0.0011408271933608769,-0.022333010933333328,-0.017387844226666616,9.78328014763333,52.400000000000006,39.0,-132.70000000000002,0,0,0
2022-11-05 12:25:43.342359,-0.003099777473594096,0.004822381084286415,0.0014498959150682058,-0.007976075333333332,-0.017387844226666616,9.80242272843333,52.5,38.6,-133.3,0,0,0
2022-11-05 12:25:43.351915,-0.00037270051735295573,0.00045905795430059224,0.003767911327873175,-0.007976075333333332,-0.017387844226666616,9.80242272843333,52.7,38.5,-133.3,0,0,0
2022-11-05 12:25:43.361474,0.003990622612632868,0.0031861349105417325,0.00035906513257175,-0.01994018833333333,-0.005423731226666617,9.83113659963333,53.300000000000004,38.300000000000004,-133.5,0,0,0
2022-11-05 12:25:43.371188,0.0011271918085796711,0.0016862425846091052,0.00308614208881289,-0.01036889793333333,-0.017387844226666616,9.811994018833332,52.6,39.0,-133.6,0,0,0
2022-11-05 12:25:43.380754,0.004399684156069039,-0.0002227112847596937,-0.00236801182366939,0.011166505466666667,-0.017387844226666616,9.804815551033329,51.7,39.1,-132.9,0,0,0
2022-11-05 12:25:43.390345,0.0004454225695193861,-0.0051314498059937454,-0.005504150323346701,-0.007976075333333332,-0.007816553826666628,9.807208373633332,53.5,38.900000000000006,-132.0,0,0,0
2022-11-05 12:25:43.399912,-0.0010544697564132408,0.005776858018970814,-0.004686027236474358,-0.01994018833333333,0.013718849573333414,9.83831506743333,52.6,39.400000000000006,-133.20000000000002,0,0,0
2022-11-05 12:25:43.409472,-0.0010544697564132408,0.005776858018970814,-0.003867904149602017,-0.0055832527333333284,-0.007816553826666628,9.81438684143333,52.6,39.400000000000006,-133.20000000000002,0,0,0
2022-11-05 12:25:43.419033,-0.0014635312998494115,-0.0019953113063164336,-0.003867904149602017,-0.015154543133333323,-0.01260219902666665,9.80002990583333,53.300000000000004,38.1,-133.3,0,0,0
2022-11-05 12:25:43.428610,-0.0054177928863990655,-0.0077221729144228285,-0.001958950280233219,-0.01994018833333333,0.006540381773333381,9.80002990583333,53.7,37.800000000000004,-132.3,0,0,0
2022-11-05 12:25:43.438170,-0.00023634666954089854,-0.009085711392543399,-0.0014135348889849912,-0.0031904301333333315,-0.014995021626666605,9.80002990583333,53.1,37.800000000000004,-132.6,0,0,0
2022-11-05 12:25:43.447762,0.004672391851693153,-0.0007681266760079207,-0.0027770733671055614,0.015952150666666668,-0.022173489426666637,9.788065792833331,53.1,39.800000000000004,-132.5,0,0,0
2022-11-05 12:25:43.457308,0.0003090687217073289,0.0030497810627296753,-0.0001863502586764783,0.00638086026666667,-0.007816553826666628,9.807208373633332,53.5,38.800000000000004,-133.20000000000002,0,0,0
2022-11-05 12:25:43.467143,0.0007181302651435,0.002095304128045275,-0.0011408271933608769,-0.007976075333333332,-0.01260219902666665,9.804815551033329,51.900000000000006,37.7,-131.9,0,0,0
2022-11-05 12:25:43.476702,0.0018089610476399562,0.0025043656714814466,-0.001822596432421162,-0.024725833533333325,-0.017387844226666616,9.804815551033329,53.5,38.5,-133.1,0,0,0
2022-11-05 12:25:43.486669,-0.00037270051735295573,-0.004995095958181688,0.002949788241000833,-0.02711865613333333,0.006540381773333381,9.811994018833332,53.800000000000004,38.6,-131.8,0,0,0
2022-11-05 12:25:43.496256,0.0018089610476399562,-0.002404372849752605,-0.00236801182366939,-0.015154543133333323,0.0017547365733333598,9.79045861543333,52.6,37.7,-131.70000000000002,0,0,0
2022-11-05 12:25:43.505813,-0.0035088390170302667,-0.0033588497844370038,-0.002640719519293504,-0.015154543133333323,-0.0006380860266665955,9.807208373633332,52.7,38.5,-132.4,0,0,0
2022-11-05 12:25:43.515371,-0.002418008234533811,0.0012771810411729336,-0.0022316579758573326,-0.0007976075333333311,-0.0030309086266666063,9.81677966403333,52.900000000000006,38.300000000000004,-133.1,0,0,0
2022-11-05 12:25:43.524947,-0.006372269821083464,-0.0025407266975646624,-0.004276965693038188,0.008773682866666667,-0.024566312026666648,9.804815551033329,51.900000000000006,37.9,-131.70000000000002,0,0,0
2022-11-05 12:25:43.534548,-0.0013271774520373552,-0.005267803653805802,0.0026770805453767187,0.015952150666666668,-0.017387844226666616,9.807208373633332,53.6,38.0,-131.4,0,0,0
2022-11-05 12:25:43.544112,-0.0015998851476614687,0.0025043656714814466,0.005267803653805802,-0.007976075333333332,-0.005423731226666617,9.80242272843333,52.400000000000006,38.300000000000004,-132.9,0,0,0
2022-11-05 12:25:43.553673,-0.002418008234533811,0.00045905795430059224,0.0018589574585043769,-0.007976075333333332,0.008933204373333392,9.79524426063333,52.800000000000004,38.900000000000006,-133.0,0,0,0
2022-11-05 12:25:43.563231,-0.00037270051735295573,-0.002404372849752605,0.001313542067256149,-0.01036889793333333,0.008933204373333392,9.79524426063333,52.6,38.2,-132.4,0,0,0
2022-11-05 12:25:43.572776,-0.0007817620607891273,-0.0004954189803838081,0.00022271128475969282,-0.01994018833333333,0.0017547365733333598,9.807208373633332,53.300000000000004,38.800000000000004,-132.0,0,0,0
2022-11-05 12:25:43.582347,-0.0054177928863990655,0.005640504171158758,-0.0007317656499247062,-0.03908276913333333,-0.0006380860266665955,9.78328014763333,52.5,37.9,-132.6,0,0,0
2022-11-05 12:25:43.591890,0.002490730286700241,0.0012771810411729336,0.000631772828195864,-0.017547365733333327,-0.005423731226666617,9.81438684143333,53.0,38.400000000000006,-132.20000000000002,0,0,0
2022-11-05 12:25:43.601441,0.004399684156069039,0.004549673388662301,-0.0007317656499247062,0.00638086026666667,-0.01260219902666665,9.80242272843333,52.900000000000006,40.2,-131.4,0,0,0
2022-11-05 12:25:43.610982,0.005354161090753437,0.004140611845226131,0.002540726697564662,-0.007976075333333332,-0.007816553826666628,9.811994018833332,52.900000000000006,40.2,-131.4,0,0,0
2022-11-05 12:25:43.620519,-0.00023634666954089854,0.005231442627722587,0.0004954189803838068,-0.015154543133333323,-0.0030309086266666063,9.79285143803333,53.1,37.2,-132.5,0,0,0
2022-11-05 12:25:43.630056,0.008353945742618692,-0.0032224959366249474,0.0007681266760079211,-0.015154543133333323,-0.014995021626666605,9.811994018833332,52.6,38.6,-131.70000000000002,0,0,0
2022-11-05 12:25:43.639591,-0.0028270697779699816,-0.008131234457858998,0.001040834371632035,-0.01994018833333333,0.0041475591733333705,9.80960119623333,52.7,38.0,-132.1,0,0,0
2022-11-05 12:25:43.649456,-0.005281439038587008,0.0014135348889849908,-0.000595411802112649,-0.03190430133333333,0.006540381773333381,9.81438684143333,52.800000000000004,38.1,-133.20000000000002,0,0,0
2022-11-05 12:25:43.659017,-0.00037270051735295573,0.004413319540850245,-0.0010044733455488197,-0.0007976075333333311,0.018504494773333324,9.80960119623333,52.7,38.800000000000004,-132.1,0,0,0
2022-11-05 12:25:43.668560,-0.007599454451391977,-0.004313326719121403,-0.003186134910541732,-0.0031904301333333315,-0.010209376426666639,9.823958131833331,53.1,39.1,-132.6,0,0,0
2022-11-05 12:25:43.678097,0.006035930329813723,-0.0015862497628802638,-0.001277181041172934,0.013559328066666668,-0.01260219902666665,9.804815551033329,52.0,37.7,-134.6,0,0,0
2022-11-05 12:25:43.687631,0.004945099547317267,-0.0032224959366249474,-0.0015498887367970476,0.011166505466666667,0.0017547365733333598,9.788065792833331,52.2,38.6,-131.8,0,0,0
2022-11-05 12:25:43.697197,-0.001872592843285583,0.0038679041496020167,-0.0007317656499247062,-0.0055832527333333284,-0.005423731226666617,9.811994018833332,53.0,37.1,-133.3,0,0,0
2022-11-05 12:25:43.706740,-0.003099777473594096,0.0018225964324211624,0.002131665154128491,-0.03190430133333333,-0.01260219902666665,9.79763708323333,52.2,37.800000000000004,-132.4,0,0,0
2022-11-05 12:25:43.716279,-0.003099777473594096,-0.0025407266975646624,0.001040834371632035,-0.024725833533333325,0.011326026973333403,9.79763708323333,53.0,38.7,-130.6,0,0,0
2022-11-05 12:25:43.725825,0.0018089610476399562,-0.0025407266975646624,0.001040834371632035,-0.0007976075333333311,-0.0030309086266666063,9.79524426063333,52.800000000000004,38.5,-132.1,0,0,0
2022-11-05 12:25:43.735380,-0.0017362389954735259,0.004276965693038188,-0.003049781062729675,-0.012761720533333333,0.0017547365733333598,9.82635095443333,52.400000000000006,38.6,-133.0,0,0,0
2022-11-05 12:25:43.744938,0.007808530351370464,0.0005954118021126494,-0.002504365671481447,-0.012761720533333333,0.0041475591733333705,9.82874377703333,53.900000000000006,37.6,-132.3,0,0,0
2022-11-05 12:25:43.754507,-0.003645192864842324,-0.0007681266760079207,-0.002640719519293504,0.008773682866666667,0.0041475591733333705,9.82874377703333,52.6,37.9,-131.9,0,0,0
2022-11-05 12:25:43.764054,-0.008553931386076376,-0.003495203632249061,-0.0014135348889849912,0.030309086266666667,0.013718849573333414,9.80002990583333,53.2,37.9,-131.6,0,0,0
2022-11-05 12:25:43.773621,-0.007599454451391977,-0.0039042651756852325,0.002268019001940548,0.027916263666666667,0.0017547365733333598,9.788065792833331,53.2,37.6,-132.9,0,0,0
2022-11-05 12:25:43.783423,-0.005281439038587008,-0.0030861420888128903,0.001040834371632035,0.00398803766666667,-0.007816553826666628,9.81438684143333,52.7,38.300000000000004,-133.6,0,0,0
2022-11-05 12:25:43.793229,0.002627084134512298,-0.001722603610692321,-0.0003227041064885346,-0.0007976075333333311,-0.0030309086266666063,9.79524426063333,53.0,36.9,-132.3,0,0,0
2022-11-05 12:25:43.802809,0.001399899504203785,-0.005676865197241973,0.001313542067256149,-0.024725833533333325,-0.0006380860266665955,9.819172486633331,52.1,36.4,-132.5,0,0,0
2022-11-05 12:25:43.812371,-0.0013271774520373552,-0.0015862497628802638,0.0004954189803838068,-0.04386841433333332,0.006540381773333381,9.81438684143333,52.1,36.4,-132.5,0,0,0
2022-11-05 12:25:43.821927,0.0011271918085796711,-8.63574369476365e-05,0.00022271128475969282,-0.01994018833333333,-0.005423731226666617,9.77849450243333,53.300000000000004,38.400000000000006,-131.4,0,0,0
2022-11-05 12:25:43.831490,-0.0035088390170302667,0.0025043656714814466,-0.0014135348889849912,0.00398803766666667,-0.005423731226666617,9.82874377703333,53.7,38.900000000000006,-131.70000000000002,0,0,0
2022-11-05 12:25:43.842731,0.005081453395129324,-0.004858742110369631,-0.0027770733671055614,0.011166505466666667,0.006540381773333381,9.84310071263333,52.400000000000006,39.5,-133.1,0,0,0
2022-11-05 12:25:43.852351,-0.006508623668895521,-0.0013135420672561494,-0.0010044733455488197,0.013559328066666668,-0.0030309086266666063,9.81677966403333,53.800000000000004,38.300000000000004,-132.5,0,0,0
2022-11-05 12:25:43.861912,-0.012235485277001915,-0.0013135420672561494,-0.000595411802112649,0.00398803766666667,0.013718849573333414,9.81438684143333,52.1,39.1,-132.1,0,0,0
2022-11-05 12:25:43.871490,-0.0021453005389096965,0.0005954118021126494,0.001040834371632035,0.015952150666666668,-0.007816553826666628,9.845493535233329,53.6,37.9,-131.0,0,0,0
2022-11-05 12:25:43.881039,-0.004326962103902608,0.00045905795430059224,-0.0027770733671055614,-0.029511478733333325,-0.0030309086266666063,9.79045861543333,52.900000000000006,37.6,-132.5,0,0,0
2022-11-05 12:25:43.890606,-0.005281439038587008,-0.0011771882194440923,0.00022271128475969282,-0.017547365733333327,-0.005423731226666617,9.81677966403333,52.800000000000004,38.0,-131.5,0,0,0
2022-11-05 12:25:43.900160,-0.010326531407633118,-0.002949788241000833,0.0004954189803838068,-0.015154543133333323,-0.0030309086266666063,9.81438684143333,53.2,38.5,-132.70000000000002,0,0,0
2022-11-05 12:25:43.909714,-0.012235485277001915,0.0008681194977367621,0.0026770805453767187,-0.012761720533333333,-0.0006380860266665955,9.81677966403333,53.400000000000006,37.2,-132.20000000000002,0,0,0
